,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
26,55,Cuomo,"[-1, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 9 2020 Monday,-0.3333333333333333
27,55,Alex Azar,"[0, 0]",Fox News Network AMERICA'S NEWSROOM,November 9 2020 Monday,0.0
28,55,American,"[1, 1]",Fox News Network AMERICA'S NEWSROOM,November 9 2020 Monday,1.0
29,55,Pfizer,"[0, 1, 0]",Fox News Network AMERICA'S NEWSROOM,November 9 2020 Monday,0.3333333333333333
30,56,FDA,"[0, 0, 0, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 30 2020 Monday,0.0
31,56,Alex Azar,"[0, 0, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 30 2020 Monday,0.0
32,56,Moderna,"[1, 0, 1]",Fox News Network AMERICA'S NEWSROOM,November 30 2020 Monday,0.6666666666666666
33,59,Moderna,"[0, 1, 1, 0, 1]",Fox News Network FOX AND FRIENDS,November 16 2020 Monday,0.6
34,59,Pfizer,"[1, 0, -1, 0, 1]",Fox News Network FOX AND FRIENDS,November 16 2020 Monday,0.2
35,59,U.S.,"[0, -1, 0, 0]",Fox News Network FOX AND FRIENDS,November 16 2020 Monday,-0.25
36,59,Alex Azar,"[0, 0, 0]",Fox News Network FOX AND FRIENDS,November 16 2020 Monday,0.0
37,59,Trump,"[1, 0, 1]",Fox News Network FOX AND FRIENDS,November 16 2020 Monday,0.6666666666666666
38,69,Alyssa,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.07692307692307693
39,69,Trump,"[0, 0, 1, 0, -1, 1, 1]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.2857142857142857
40,69,White House,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.1111111111111111
41,69,Biden,"[0, -1, 1, 0, 1, -1, -1, -1]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,-0.25
42,69,American,"[1, 0, 1, 1, 1, 1, 1, 1]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.875
43,78,Biden,"[0, 0, -1, -1, 0, 0, -1, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]",Fox News Network INGRAHAM ANGLE,November 10 2020 Tuesday,-0.55
44,78,Trump,"[0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,November 10 2020 Tuesday,-0.058823529411764705
45,78,China,"[-1, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,November 10 2020 Tuesday,-0.2777777777777778
46,78,America,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1]",Fox News Network INGRAHAM ANGLE,November 10 2020 Tuesday,-0.7142857142857143
47,78,U.S.,"[-1, 1, 0, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,November 10 2020 Tuesday,-0.5714285714285714
48,89,Joe,"[0, -1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,November 14 2020 Saturday,-0.08333333333333333
49,89,Trump,"[-1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,November 14 2020 Saturday,-0.5
50,89,Florida,"[-1, -1, 0, 1, 0, -1, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,November 14 2020 Saturday,-0.2222222222222222
51,89,Brian,"[-1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,November 14 2020 Saturday,0.0
52,89,Jeopardy,"[0, 0, 0, 0, 0, -1, 0]",Fox News Network THE GREG GUTFELD SHOW,November 14 2020 Saturday,-0.14285714285714285
53,119,Trump,"[-1, 0, 0, 1, 0, 0, 0, 0, -1, 1, 1, -1, -1, 1, 0, -1, 1, -1, -1]",Fox News Network THE FIVE,November 16 2020 Monday,-0.10526315789473684
54,119,Obama,"[-1, -1, -1, 0, -1, -1, 0, -1, 0, -1, -1]",Fox News Network THE FIVE,November 16 2020 Monday,-0.7272727272727273
55,119,Dana,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,November 16 2020 Monday,0.0
56,119,Joe Biden,"[0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,November 16 2020 Monday,-0.25
57,119,Jesse,"[0, 0, 0, 0, 0, 1, 0]",Fox News Network THE FIVE,November 16 2020 Monday,0.14285714285714285
58,121,Sandra,"[0, -1, -1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,-0.1111111111111111
59,121,Trump,"[-1, 0, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,-0.75
60,121,Joe Biden,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.0
61,121,Moody's,"[0, 1, 0]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.3333333333333333
62,121,Joe Biden's,"[0, 0, 0, 0]",Fox News Network AMERICA'S NEWSROOM,November 2 2020 Monday,0.0
63,122,Tucker,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 10 2020 Tuesday,0.2727272727272727
64,122,Trump,"[1, 1, -1, 0, 0, 0, 0, 0, -1, -1, -1, 0, -1, 0, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 10 2020 Tuesday,-0.25
65,122,Joe Biden,"[-1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 10 2020 Tuesday,-0.6363636363636364
66,122,Republican,"[-1, 1, 1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 10 2020 Tuesday,0.07692307692307693
67,122,America,"[-1, -1, -1, -1, -1, 0, 0, -1, 1]",Fox News Network TUCKER CARLSON TONIGHT,November 10 2020 Tuesday,-0.5555555555555556
68,126,Trump,"[0, -1, -1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 0, 1, 0, 1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 27 2020 Friday,-0.16666666666666666
69,126,Georgia,"[0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 27 2020 Friday,0.0
70,126,Iran,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 27 2020 Friday,-0.9411764705882353
71,126,Mike,"[0, 0, 0, 0, 0, 1, 1, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 27 2020 Friday,0.375
72,126,U.S.,[],Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 27 2020 Friday,
73,131,Trump,"[0, 0, 0, -1, -1, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 23 2020 Monday,-0.25
74,131,Biden,"[0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 23 2020 Monday,0.0
75,131,GSA,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 23 2020 Monday,0.21428571428571427
76,131,Georgia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 23 2020 Monday,0.0
77,131,Republican,"[0, -1, 0, 0, 0, 0, 1, 1, 0, -1, -1, 0, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,November 23 2020 Monday,-0.2
78,133,Neil,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 16 2020 Monday,0.15
79,133,Biden,"[-1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 16 2020 Monday,-0.05
80,133,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 16 2020 Monday,-0.1
81,133,Moderna,"[1, 0, 1, 0, 1, 0, 1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 16 2020 Monday,0.625
82,133,Joe Biden,"[0, 0, 0, 1, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 16 2020 Monday,0.0
83,152,Shannon,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 24 2020 Tuesday,0.06666666666666667
84,152,Biden,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 24 2020 Tuesday,0.0
85,152,California,"[-1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 24 2020 Tuesday,-0.2727272727272727
86,152,Trump,"[0, -1, 0, 0, -1, -1, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,November 24 2020 Tuesday,-0.4444444444444444
87,152,Senate,"[0, 0, 0, 0, 0, 1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 24 2020 Tuesday,0.125
88,157,Trump,"[-1, -1, 0, -1, 1, 0, 0, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 9 2020 Monday,-0.3157894736842105
89,157,Joe Biden,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 1, -1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 9 2020 Monday,-0.15
90,157,Georgia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 9 2020 Monday,-0.05263157894736842
91,157,Martha,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 9 2020 Monday,0.23529411764705882
92,157,Senate,"[0, 0, 0, 0, 0, -1, 0, 0, -1, 1, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 9 2020 Monday,0.0
93,177,Senate,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 6 2020 Friday,0.0625
94,177,Trump,"[-1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0, -1, 0, 0, 0, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,November 6 2020 Friday,-0.2631578947368421
95,177,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 6 2020 Friday,0.0
96,177,Biden,"[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 6 2020 Friday,0.05263157894736842
97,177,Joe Biden,"[1, 0, -1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, -1, 0]",Fox News Network FOX NEWS @ NIGHT,November 6 2020 Friday,0.05555555555555555
98,180,Georgia,"[0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, 1, 0, 1, 0, -1, 1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 23 2020 Monday,0.0
99,180,Trump,"[-1, 0, -1, 0, 0, -1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 23 2020 Monday,-0.21052631578947367
100,180,Neil,"[0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 23 2020 Monday,0.3333333333333333
101,180,Republican,"[0, 0, 0, 0, -1, -1, 0, 0, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 23 2020 Monday,-0.4
102,180,Biden,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 23 2020 Monday,0.05263157894736842
103,183,Trump,"[0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, -1, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 5 2020 Thursday,-0.2222222222222222
104,183,Neil,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 5 2020 Thursday,0.047619047619047616
105,183,Joe Biden,"[-1, 1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 5 2020 Thursday,-0.2
106,183,Arizona,"[0, 0, 0, 0, 1, 1, -1, 1, 0, -1, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 5 2020 Thursday,0.07142857142857142
107,183,Nevada,"[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,November 5 2020 Thursday,-0.14285714285714285
108,216,Trump,"[1, -1, 0, -1, 0, 0, 0, 1, 1, 1, -1, 0, 0, 0, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 10 2020 Tuesday,-0.058823529411764705
109,216,Martha,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 10 2020 Tuesday,0.38461538461538464
110,216,Biden,"[0, 1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 10 2020 Tuesday,0.05263157894736842
111,216,Republican,"[0, 1, 1, 1, -1, 0, 1, 1, 1, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 10 2020 Tuesday,0.38461538461538464
112,216,Joe Biden,"[0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,November 10 2020 Tuesday,0.0
113,220,Pennsylvania,"[0, 0, -1, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, 1, 1, 1, 0]",Fox News Network FOX HANNITY,November 1 2020 Sunday,-0.05555555555555555
114,220,Trump,"[1, 1, -1, 0, 1, 1, 1, 0, 0, 0, 1, -1, -1, 1, 0, 1, 1, -1, -1]",Fox News Network FOX HANNITY,November 1 2020 Sunday,0.21052631578947367
115,220,Sean,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Fox News Network FOX HANNITY,November 1 2020 Sunday,0.05
116,220,Michigan,"[1, 1, 0, -1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",Fox News Network FOX HANNITY,November 1 2020 Sunday,0.47058823529411764
117,220,Donald Trump,"[0, -1, 0, 0, 1, 1, -1, 0, 1, 1, -1, 1, 0, 1]",Fox News Network FOX HANNITY,November 1 2020 Sunday,0.21428571428571427
118,229,Trump,"[0, -1, -1, 0, 1, 0, 0, -1, 0, -1, 0, -1, 0, 1, 0, -1]",Fox News Network INGRAHAM ANGLE,November 25 2020 Wednesday,-0.25
119,229,Laura,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",Fox News Network INGRAHAM ANGLE,November 25 2020 Wednesday,0.14285714285714285
120,229,Hispanics,"[-1, -1, -1, -1, 0, 1, -1, -1, 1, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,November 25 2020 Wednesday,-0.3076923076923077
121,229,Americans,"[-1, 0, -1, 1, -1, 1, -1, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,November 25 2020 Wednesday,-0.3
122,229,Raymond,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",Fox News Network INGRAHAM ANGLE,November 25 2020 Wednesday,0.2
123,238,Google,"[-1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 23 2020 Monday,-0.7142857142857143
124,238,Tucker,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",Fox News Network TUCKER CARLSON TONIGHT,November 23 2020 Monday,0.15384615384615385
125,238,Harvard,"[0, 0, -1, -1, -1, 0, 0, 0, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 23 2020 Monday,-0.45454545454545453
126,238,American,"[-1, -1, -1, 0, -1, -1, -1, -1, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 23 2020 Monday,-0.8
127,238,New York,"[-1, 0, 1, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 23 2020 Monday,-0.6666666666666666
128,245,Georgia,"[1, 0, 0, -1, 0, 0, -1, 0, -1, -1, 0, 0, 0, 1, -1, 0, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,November 11 2020 Wednesday,-0.2631578947368421
129,245,Biden,"[-1, 0, -1, -1, -1, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1]",Fox News Network INGRAHAM ANGLE,November 11 2020 Wednesday,-0.35
130,245,Laura,"[1, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,November 11 2020 Wednesday,0.0
131,245,Trump,"[-1, 1, 0, 0, 1, 1, 0, 0, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,November 11 2020 Wednesday,-0.15
132,245,Ossoff,"[0, 0, -1, -1, -1, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,November 11 2020 Wednesday,-0.3333333333333333
133,258,Burgess,"[1, 0, 1, 0, 0, 1]",Fox News Network FOX AND FRIENDS,November 17 2020 Tuesday,0.5
134,258,American,"[1, 1, 1, 1, 0, 1, 0]",Fox News Network FOX AND FRIENDS,November 17 2020 Tuesday,0.7142857142857143
135,258,House,"[0, 0, -1]",Fox News Network FOX AND FRIENDS,November 17 2020 Tuesday,-0.3333333333333333
136,258,Raiders,"[0, 0, 0]",Fox News Network FOX AND FRIENDS,November 17 2020 Tuesday,0.0
137,258,Jets,[],Fox News Network FOX AND FRIENDS,November 17 2020 Tuesday,
138,277,Newsom,"[0, -1, -1, 0, 0, -1, 0, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 18 2020 Wednesday,-0.4
139,277,Tucker,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 18 2020 Wednesday,0.2
140,277,America,"[0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 18 2020 Wednesday,-0.2727272727272727
141,277,Gavin Newsom,"[0, -1, 0, -1, 0, 0, 1, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 18 2020 Wednesday,-0.36363636363636365
142,277,California,"[0, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 18 2020 Wednesday,-0.6428571428571429
143,293,Trump,"[1, 0, 0, -1, 0, 0, 1, 0, -1, 0, -1, -1, 0, -1, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,November 19 2020 Thursday,-0.2222222222222222
144,293,Democrats,"[-1, -1, 0, 0, -1, 0, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,November 19 2020 Thursday,-0.6666666666666666
145,293,Georgia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Fox News Network FOX NEWS @ NIGHT,November 19 2020 Thursday,0.05263157894736842
146,293,Mike,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 19 2020 Thursday,0.0
147,293,Republicans,"[-1, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,November 19 2020 Thursday,0.0
148,294,Americans,"[-1, 0, -1, 1, -1, 0, 1, 0, -1, 0, 1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 26 2020 Thursday,-0.16666666666666666
149,294,Joe Biden,"[0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,November 26 2020 Thursday,-0.2857142857142857
150,294,Trump,"[-1, 1, -1, -1, -1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 0, 1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 26 2020 Thursday,-0.058823529411764705
151,294,America,"[-1, 1, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, -1, 1, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 26 2020 Thursday,0.0625
152,294,Donald Trump,"[-1, 0, 0, 1, 1, 1, -1, 0, 1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,November 26 2020 Thursday,-0.21428571428571427
