,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
103,296,Groundhog Hogs,"[0, 0, 0]",CNN CNN 10,April 17 2020 Friday,0.0
104,296,I`m,"[0, 0, 0, 1, 1, 0]",CNN CNN 10,April 17 2020 Friday,0.3333333333333333
105,296,World View,"[1, 1, 0]",CNN CNN 10,April 17 2020 Friday,0.6666666666666666
106,298,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN New Day,April 6 2020 Monday,0.0
107,298,New York,"[0, 1, 0, 1, -1, -1, 0, -1]",CNN New Day,April 6 2020 Monday,-0.125
108,298,Pearl Harbor,[],CNN New Day,April 6 2020 Monday,
109,298,Americans,"[0, -1, -1, 0, 0, 0, 0]",CNN New Day,April 6 2020 Monday,-0.2857142857142857
110,298,New York City,"[0, 0, -1, -1, 0, 0]",CNN New Day,April 6 2020 Monday,-0.3333333333333333
111,299,John,"[0, 0, 0, 0, 0, 0, 0, 1]",CNN New Day,April 6 2020 Monday,0.125
112,299,New York City,"[0, 0, 0, 0, 0, 1]",CNN New Day,April 6 2020 Monday,0.16666666666666666
113,299,the United States,"[-1, 0, -1]",CNN New Day,April 6 2020 Monday,-0.6666666666666666
114,299,New York,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",CNN New Day,April 6 2020 Monday,-0.09090909090909091
115,299,CDC,"[0, 0, -1, 0, -1]",CNN New Day,April 6 2020 Monday,-0.4
116,320,U.S.,"[0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, -1, -1, -1, 0, -1]",CNN CNN NEWSROOM,April 20 2020 Monday,-0.4375
117,320,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 20 2020 Monday,0.0
118,320,Hong Kong,"[-1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0]",CNN CNN NEWSROOM,April 20 2020 Monday,-0.6923076923076923
119,320,the United States,"[0, -1, -1, -1, 0, -1, 0, -1, 0, -1, 0, 0]",CNN CNN NEWSROOM,April 20 2020 Monday,-0.5
120,320,Turkey,"[0, 0, 0, 0, 0, 0, -1, 1, -1, 0]",CNN CNN NEWSROOM,April 20 2020 Monday,-0.1
121,340,There`s,"[0, 0, 0, 0, 0]",CNN CNN 10,April 3 2020 Friday,0.0
122,340,U.S.,"[0, -1, 1, -1, 0]",CNN CNN 10,April 3 2020 Friday,-0.2
123,343,the United States,"[0, -1, -1, -1, 0]",CNN New Day,April 29 2020 Wednesday,-0.6
124,343,Trump,"[-1, -1, -1, 0, 0]",CNN New Day,April 29 2020 Wednesday,-0.6
125,343,Americans,"[-1, 0, 0, 1]",CNN New Day,April 29 2020 Wednesday,0.0
126,343,Biddinger,"[0, 0, 0, 0, 0, 1]",CNN New Day,April 29 2020 Wednesday,0.16666666666666666
127,343,CNN,"[0, 0, 0]",CNN New Day,April 29 2020 Wednesday,0.0
128,358,Kawasaki,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 30 2020 Thursday,0.0
129,358,CNN,"[0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 30 2020 Thursday,0.0
130,358,COVID,"[0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 30 2020 Thursday,0.0
131,358,Americans,"[-1, -1, -1]",CNN CNN NEWSROOM,April 30 2020 Thursday,-1.0
132,358,Mark,"[0, 0, 0, 0]",CNN CNN NEWSROOM,April 30 2020 Thursday,0.0
133,364,CNN,"[0, 0, 0, 0, 0, 0]",CNN New Day,April 30 2020 Thursday,0.0
134,364,John,"[0, 0, 0, 0, 0]",CNN New Day,April 30 2020 Thursday,0.0
135,364,Americans,"[-1, 0, -1, -1, -1]",CNN New Day,April 30 2020 Thursday,-0.8
136,364,American,"[-1, -1, -1, -1, -1, 1, -1, 1, 1]",CNN New Day,April 30 2020 Thursday,-0.3333333333333333
137,364,House,[],CNN New Day,April 30 2020 Thursday,
138,371,Trump,"[0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, -1, -1]",CNN New Day,April 15 2020 Wednesday,-0.5
139,371,Hydroxychloroquine,"[0, 0, 1, -1, 0, 1, 0, -1, 0]",CNN New Day,April 15 2020 Wednesday,0.0
140,371,U.S.,"[0, 0, 0, 0, -1, -1, 0, 1]",CNN New Day,April 15 2020 Wednesday,-0.125
141,371,China,"[-1, 0, 0, 0, 0, 1]",CNN New Day,April 15 2020 Wednesday,0.0
142,371,John,"[0, 0, 0, 0, 0]",CNN New Day,April 15 2020 Wednesday,0.0
143,373,Trump,"[0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0]",CNN The Lead with Jake Tapper,April 10 2020 Friday,-0.3333333333333333
144,373,New York,"[0, -1, -1, 0, 1, -1, -1]",CNN The Lead with Jake Tapper,April 10 2020 Friday,-0.42857142857142855
145,373,Fauci,"[0, 0, 0, -1, -1]",CNN The Lead with Jake Tapper,April 10 2020 Friday,-0.4
146,373,the United States,"[0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,April 10 2020 Friday,0.0
147,373,the White House,"[0, 0, -1, 0, -1, 0]",CNN The Lead with Jake Tapper,April 10 2020 Friday,-0.3333333333333333
148,374,Kate,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.0
149,374,Texas,"[0, 0, 0, 1, 0, 0, -1, 1]",CNN CNN NEWSROOM,April 27 2020 Monday,0.125
150,374,COVID-19,"[0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.0
151,374,Georgia,"[0, 0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.0
152,374,CNN,"[0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.0
153,399,Joe Biden,"[0, 1, 0, 0, 1, 0, 1]",CNN CNN NEWSROOM,April 14 2020 Tuesday,0.42857142857142855
154,399,Obama,"[0, 0, 0, 0, 0, 1, 0, 1, -1, 0]",CNN CNN NEWSROOM,April 14 2020 Tuesday,0.1
155,399,Biden,"[0, 1, 1, 1, 1, 1, 0, 0, -1, 0, 0, 0, 1, 0, 1]",CNN CNN NEWSROOM,April 14 2020 Tuesday,0.4
156,399,the White House,"[-1, -1, 0, -1, 1]",CNN CNN NEWSROOM,April 14 2020 Tuesday,-0.4
157,399,Barack Obama,"[1, 1, 1, 0]",CNN CNN NEWSROOM,April 14 2020 Tuesday,0.75
158,408,Chris,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CUOMO PRIME TIME,April 28 2020 Tuesday,0.08333333333333333
159,408,Ohio,"[0, 0, 1, 0]",CNN CUOMO PRIME TIME,April 28 2020 Tuesday,0.25
160,408,CDC,"[0, 0, 0, 1]",CNN CUOMO PRIME TIME,April 28 2020 Tuesday,0.25
161,408,Trump,"[0, -1, -1, 0]",CNN CUOMO PRIME TIME,April 28 2020 Tuesday,-0.5
162,408,Florida,"[0, -1, 1]",CNN CUOMO PRIME TIME,April 28 2020 Tuesday,0.0
163,412,CNN,"[0, -1, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0]",CNN CNN RELIABLE SOURCES,April 26 2020 Sunday,-0.08333333333333333
164,412,Trump,"[0, -1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0]",CNN CNN RELIABLE SOURCES,April 26 2020 Sunday,-0.3076923076923077
165,412,COVID-19,"[0, -1, -1, -1, -1, 0, -1, -1, -1]",CNN CNN RELIABLE SOURCES,April 26 2020 Sunday,-0.7777777777777778
166,412,Brian,"[0, 0, 0, 0, 1, 0]",CNN CNN RELIABLE SOURCES,April 26 2020 Sunday,0.16666666666666666
167,412,Americans,"[-1, -1, 0, -1, -1]",CNN CNN RELIABLE SOURCES,April 26 2020 Sunday,-0.8
168,434,Anderson,"[1, 0]",CNN CNN NEWSROOM,April 23 2020 Thursday,0.5
169,434,Georgia,"[0, 0, -1, -1, -1, -1, -1]",CNN CNN NEWSROOM,April 23 2020 Thursday,-0.7142857142857143
170,434,U.S.,"[-1, -1, 0, 0, -1, -1]",CNN CNN NEWSROOM,April 23 2020 Thursday,-0.6666666666666666
171,434,Bright,"[-1, 0, -1, -1, 1, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 23 2020 Thursday,-0.2222222222222222
172,434,Trump,"[-1, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 23 2020 Thursday,-0.2
173,437,U.S.,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,-0.25
174,437,China,"[0, 0, -1, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,-0.14285714285714285
175,437,South Korea,"[0, 0, 1, 1, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,0.25
176,437,Hong Kong,"[0, 0, 0, -1, 1]",CNN CNN NEWSROOM,April 2 2020 Thursday,0.0
177,437,the Coca-Cola Company,"[0, 0, 1, 0, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,0.2
178,438,New York,"[0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.0
179,438,Penn,[1],CNN CNN NEWSROOM,April 27 2020 Monday,1.0
180,438,Braedyn,"[1, 1, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.6666666666666666
181,438,Katie,"[0, 1, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 27 2020 Monday,0.14285714285714285
182,461,New York,"[-1, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]",CNN CNN LIVE EVENT/SPECIAL,April 5 2020 Sunday,-0.7647058823529411
183,461,U.S.,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",CNN CNN LIVE EVENT/SPECIAL,April 5 2020 Sunday,-1.0
184,461,Highest COVID-19 Infections,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN LIVE EVENT/SPECIAL,April 5 2020 Sunday,0.0
185,461,Sanjay,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",CNN CNN LIVE EVENT/SPECIAL,April 5 2020 Sunday,0.1
186,461,Anderson,"[0, -1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",CNN CNN LIVE EVENT/SPECIAL,April 5 2020 Sunday,-0.058823529411764705
187,485,Atlanta,"[0, 0, 1]",CNN New Day,April 24 2020 Friday,0.3333333333333333
188,485,John,"[0, 0, 0, 0, 0, 0]",CNN New Day,April 24 2020 Friday,0.0
189,485,Georgia,"[0, -1, -1, 0]",CNN New Day,April 24 2020 Friday,-0.5
190,485,PPE,"[-1, -1]",CNN New Day,April 24 2020 Friday,-1.0
191,485,Alisyn,"[0, -1, 0, -1]",CNN New Day,April 24 2020 Friday,-0.5
192,522,Tbilisi,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",CNN CNN 10,April 2 2020 Thursday,0.6363636363636364
193,522,CNN,"[0, 0, 0, 0]",CNN CNN 10,April 2 2020 Thursday,0.0
194,522,Georgia,"[0, 0, 0, 0, 0, 0, 1, 1]",CNN CNN 10,April 2 2020 Thursday,0.25
195,522,the United States,"[0, -1, -1]",CNN CNN 10,April 2 2020 Thursday,-0.6666666666666666
196,528,Wolf,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,April 9 2020 Thursday,0.1
197,528,Philadelphia,"[-1, 0, -1, 0, -1, -1, -1, -1, 0, 0, -1, 0, 0, -1]",CNN THE SITUATION ROOM,April 9 2020 Thursday,-0.5714285714285714
198,528,Baltimore,"[-1, 0, -1, 0, -1, 1, 1, 1, 1, 1, 0, 1, -1]",CNN THE SITUATION ROOM,April 9 2020 Thursday,0.15384615384615385
199,528,the White House,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,April 9 2020 Thursday,-0.08333333333333333
200,528,New York,"[0, 0, -1, -1, -1, 1, -1, 0, -1, -1, 0, 0]",CNN THE SITUATION ROOM,April 9 2020 Thursday,-0.4166666666666667
201,530,Wolf,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",CNN THE SITUATION ROOM,April 8 2020 Wednesday,0.23076923076923078
202,530,U.S.,"[-1, -1, -1, 0, -1, -1, -1, -1, -1, 0, 0, -1]",CNN THE SITUATION ROOM,April 8 2020 Wednesday,-0.75
203,530,CNN,"[0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,April 8 2020 Wednesday,0.0
204,530,New Orleans,"[0, 0, 0, 0, 0, -1, 0, 0]",CNN THE SITUATION ROOM,April 8 2020 Wednesday,-0.125
205,530,African-Americans,"[0, -1, 0, -1, 0, 0, -1]",CNN THE SITUATION ROOM,April 8 2020 Wednesday,-0.42857142857142855
206,533,Wolf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,April 27 2020 Monday,0.0
207,533,the White House,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",CNN THE SITUATION ROOM,April 27 2020 Monday,-0.1111111111111111
208,533,the Rose Garden,[],CNN THE SITUATION ROOM,April 27 2020 Monday,
209,533,Georgia,"[0, 0, 0, 0, -1, 0, -1, -1, -1, 0, 0]",CNN THE SITUATION ROOM,April 27 2020 Monday,-0.36363636363636365
210,533,Trump,"[0, 0, -1, -1, 0, 0, 0]",CNN THE SITUATION ROOM,April 27 2020 Monday,-0.2857142857142857
211,537,Wolf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,April 24 2020 Friday,0.0
212,537,Trump,"[-1, 0, -1, 0, 0, 0, 0, -1, -1, 1]",CNN THE SITUATION ROOM,April 24 2020 Friday,-0.3
213,537,Georgia,"[0, -1, 0, -1, 0, 0, -1, -1, -1, -1, 0]",CNN THE SITUATION ROOM,April 24 2020 Friday,-0.5454545454545454
214,537,FDA,"[-1, 1, 1, 0, 0, 0, 0, 0, -1, -1, 0]",CNN THE SITUATION ROOM,April 24 2020 Friday,-0.09090909090909091
215,537,Atlanta,"[0, 0, -1, 1, 0]",CNN THE SITUATION ROOM,April 24 2020 Friday,0.0
216,543,Coronavirus Tests,"[-1, -1, -1, -1, -1, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,-0.8333333333333334
217,543,Italian,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,0.0
218,543,CNN,"[0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,April 2 2020 Thursday,0.0
219,543,U.S.,"[-1, -1, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,April 2 2020 Thursday,-0.7142857142857143
220,543,Italy,"[0, -1, -1, 0, -1]",CNN CNN NEWSROOM,April 2 2020 Thursday,-0.6
