,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
14,75,Biden,"[0, -1, 0, 1, -1, 0, 0, 1, -1, 0, 1, -1, 0, -1, 0, 0, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 11 2020 Tuesday,-0.2631578947368421
15,76,Trump,"[-1, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 12 2020 Wednesday,-0.4666666666666667
16,76,Donald Trump,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 12 2020 Wednesday,-0.2
17,76,Democrats,"[0, -1, 0, -1, 0, 0, 0, 1, -1, 1]",MSNBC ALL IN with CHRIS HAYES,February 12 2020 Wednesday,-0.1
18,76,the Justice Department,"[1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 12 2020 Wednesday,-0.5
19,76,I`m,"[0, 0, 0, -1, 0, 0, -1, 0, 0, 1, -1, 0, 0, 0, 1, 0]",MSNBC ALL IN with CHRIS HAYES,February 12 2020 Wednesday,-0.0625
20,77,Trump,"[-1, -1, 0, -1, 0, -1, -1, 0, -1, 0, 0, -1, -1, 0, 0, 1, -1, -1, 1]",MSNBC ALL IN with CHRIS HAYES,February 13 2020 Thursday,-0.42105263157894735
21,77,Bloomberg,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 13 2020 Thursday,-0.21052631578947367
22,77,New York,"[0, 0, 0, 0, 0, 0, -1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 13 2020 Thursday,-0.3
23,77,Democratic,"[0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 13 2020 Thursday,-0.2857142857142857
24,77,the Justice Department,"[1, 0, 0, -1, -1, -1, 0, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 13 2020 Thursday,-0.3333333333333333
25,78,Trump,"[0, -1, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, -1, 0, 0, 0, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 14 2020 Friday,-0.47368421052631576
26,78,the Department of Justice,"[-1, 0, 0, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 14 2020 Friday,-0.45
27,78,Texas,"[0, 0, 1, -1, 0, 1, 0, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 14 2020 Friday,0.0
28,78,FBI,"[0, 0, 0, -1, -1, -1, 0, 1, -1]",MSNBC ALL IN with CHRIS HAYES,February 14 2020 Friday,-0.3333333333333333
29,78,Wisconsin,"[0, 0, 0, 0, 0, 1, 1]",MSNBC ALL IN with CHRIS HAYES,February 14 2020 Friday,0.2857142857142857
30,79,Trump,"[-1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, 0, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 17 2020 Monday,-0.7647058823529411
31,79,Donald Trump,"[-1, 0, -1, -1, -1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 17 2020 Monday,-0.5
32,79,Barr,"[0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 17 2020 Monday,-0.75
33,79,Republican,"[0, -1, -1, -1, -1, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 17 2020 Monday,-0.5555555555555556
34,79,Bill Barr,"[-1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 17 2020 Monday,-0.7272727272727273
35,80,Donald Trump,"[-1, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, -1, 0, -1, -1, -1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 18 2020 Tuesday,-0.45
36,80,Trump,"[-1, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 18 2020 Tuesday,-0.5294117647058824
37,80,Bloomberg,"[0, 0, 0, 0, 0, 0, -1, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 18 2020 Tuesday,-0.2
38,80,China,"[-1, 0, -1, 1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 18 2020 Tuesday,-0.42857142857142855
39,80,the United States,"[-1, -1, -1, 0, -1, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 18 2020 Tuesday,-0.7142857142857143
40,81,Nevada,"[0, 0, 0, 0, 1, 1, -1, 0, 1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 19 2020 Wednesday,0.18181818181818182
41,81,Democratic,"[1, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",MSNBC ALL IN with CHRIS HAYES,February 19 2020 Wednesday,0.29411764705882354
42,81,Bloomberg,"[0, 0, 0, -1, -1, -1, -1, 0, 1, 0, 0, 0, -1, -1, 0, 0, 1]",MSNBC ALL IN with CHRIS HAYES,February 19 2020 Wednesday,-0.23529411764705882
43,81,Trump,"[0, -1, -1, 0, -1, 0, 0, -1, -1, 0, 1, 1, 0, 1, 0]",MSNBC ALL IN with CHRIS HAYES,February 19 2020 Wednesday,-0.13333333333333333
44,81,Senate,"[0, 0, 1, 1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 19 2020 Wednesday,0.2857142857142857
45,82,Trump,"[-1, -1, -1, 0, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, 0, -1, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 20 2020 Thursday,-0.5789473684210527
46,82,Donald Trump,"[-1, 0, -1, -1, -1, 0, -1, -1, -1, 0, 0, 0, -1, 0, -1, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 20 2020 Thursday,-0.6111111111111112
47,82,Russia,"[0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 1, -1, 1, 1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 20 2020 Thursday,-0.47058823529411764
48,82,Democrats,"[-1, 0, -1, -1, 0, -1, -1, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 20 2020 Thursday,-0.6
49,82,Russian,"[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 20 2020 Thursday,-0.9473684210526315
50,83,Trump,"[-1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 21 2020 Friday,-0.5714285714285714
51,83,Russia,"[-1, -1, 0, -1, 0, 0, -1, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 21 2020 Friday,-0.6842105263157895
52,83,Super,"[-1, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 21 2020 Friday,-0.23529411764705882
53,83,Donald Trump,"[-1, 0, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 21 2020 Friday,-0.7142857142857143
54,83,Democrats,"[0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",MSNBC ALL IN with CHRIS HAYES,February 21 2020 Friday,0.0
55,84,Bernie Sanders,"[-1, 1, 0, -1, 1, 1, 0, -1, 0, 0, 0, 0, 1, 0, 1, -1, 0, 1, 1]",MSNBC ALL IN with CHRIS HAYES,February 24 2020 Monday,0.15789473684210525
56,84,Sanders,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 24 2020 Monday,0.5789473684210527
57,84,Trump,"[-1, -1, 0, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 24 2020 Monday,-0.35294117647058826
58,84,Democratic,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 24 2020 Monday,-0.058823529411764705
59,84,Chris,"[0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 24 2020 Monday,0.0
60,85,Donald Trump,"[0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 25 2020 Tuesday,-0.11764705882352941
61,85,Bernie,"[1, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0]",MSNBC ALL IN with CHRIS HAYES,February 25 2020 Tuesday,0.05555555555555555
62,85,U.S.,"[-1, 0, -1, -1, 0, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 25 2020 Tuesday,-0.625
63,85,Trump,"[0, -1, -1, 0, -1, -1, -1, 0, -1, 0, -1, -1, 0, 0, 1, -1, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 25 2020 Tuesday,-0.5555555555555556
64,85,I`m,"[1, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 25 2020 Tuesday,-0.26666666666666666
65,86,Bloomberg,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, -1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 26 2020 Wednesday,-0.2777777777777778
66,86,Obama,"[0, 0, 1, 0, -1, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 26 2020 Wednesday,0.0
67,86,China,"[0, 0, 0, -1, -1, 0, -1, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 26 2020 Wednesday,-0.36363636363636365
68,86,Trump,"[-1, -1, 0, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 26 2020 Wednesday,-0.6470588235294118
69,86,CDC,"[-1, 0, 1, 1, -1, 0, 0, 0, 1]",MSNBC ALL IN with CHRIS HAYES,February 26 2020 Wednesday,0.1111111111111111
70,87,South Carolina,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 27 2020 Thursday,0.07692307692307693
71,87,Democratic,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 27 2020 Thursday,-0.2222222222222222
72,87,I`m,"[-1, -1, 0, 1, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",MSNBC ALL IN with CHRIS HAYES,February 27 2020 Thursday,0.0
73,87,Bernie Sanders,"[0, 1, 1, -1, -1, -1, -1, 0, 0, 0, -1, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 27 2020 Thursday,-0.35714285714285715
74,87,Donald Trump,"[0, 0, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 27 2020 Thursday,0.0
75,88,South Carolina,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 28 2020 Friday,0.07142857142857142
76,88,Trump,"[-1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 28 2020 Friday,-0.5263157894736842
77,88,Donald Trump,"[0, -1, 0, 0, -1, 0, -1, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 28 2020 Friday,-0.4444444444444444
78,88,Charleston,"[0, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 28 2020 Friday,-0.08333333333333333
79,88,That`s,"[0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 28 2020 Friday,-0.23529411764705882
80,89,Republican,"[1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 5 2020 Wednesday,-0.13333333333333333
81,89,Romney,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 5 2020 Wednesday,-0.10526315789473684
82,89,Donald Trump,"[-1, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 5 2020 Wednesday,-0.6923076923076923
83,89,Trump,"[-1, 0, 1, -1, 0, -1, 0, -1, 0, -1, 0, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 5 2020 Wednesday,-0.42857142857142855
84,89,Senate,"[-1, 0, 1, -1, 0, -1, 0, -1, 0, -1, 1]",MSNBC ALL IN with CHRIS HAYES,February 5 2020 Wednesday,-0.2727272727272727
85,90,Iowa,"[-1, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 6 2020 Thursday,-0.3125
86,90,New Hampshire,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0]",MSNBC ALL IN with CHRIS HAYES,February 6 2020 Thursday,-0.15789473684210525
87,90,Donald Trump,"[-1, 0, -1, 0, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1]",MSNBC ALL IN with CHRIS HAYES,February 6 2020 Thursday,-0.5
88,90,Trump,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0]",MSNBC ALL IN with CHRIS HAYES,February 6 2020 Thursday,-0.17647058823529413
89,90,Democratic,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1]",MSNBC ALL IN with CHRIS HAYES,February 6 2020 Thursday,-0.25
90,265,Trump,"[0, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1]",MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL,February 14 2020 Friday,-0.5333333333333333
91,265,Bill Barr,"[0, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, 0]",MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL,February 14 2020 Friday,-0.4166666666666667
92,265,Donald Trump,"[0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1]",MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL,February 14 2020 Friday,-0.3076923076923077
93,265,Republican,"[0, -1, -1, 0, 0, 0, 0, 0]",MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL,February 14 2020 Friday,-0.25
94,265,the Justice Department,"[0, 0, -1, -1, -1, -1, -1, 0, 1, -1]",MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL,February 14 2020 Friday,-0.5
95,427,New Hampshire,"[0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",MSNBC HARDBALL,February 11 2020 Tuesday,-0.05263157894736842
96,427,Sanders,"[0, 0, 0, -1, 0, -1, 1, -1, -1, -1, 0, 1, 0, 0, 0, 0, -1, 0, 0]",MSNBC HARDBALL,February 11 2020 Tuesday,-0.21052631578947367
97,427,Buttigieg,"[0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 11 2020 Tuesday,-0.05
98,427,Klobuchar,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",MSNBC HARDBALL,February 11 2020 Tuesday,0.5
99,427,Manchester,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 11 2020 Tuesday,0.0
100,444,Iowa,"[0, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 4 2020 Tuesday,-0.21052631578947367
101,444,Buttigieg,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",MSNBC HARDBALL,February 4 2020 Tuesday,0.2
102,444,Bernie Sanders,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, -1, 1, -1, 1, 0, -1]",MSNBC HARDBALL,February 4 2020 Tuesday,0.125
103,444,Trump,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",MSNBC HARDBALL,February 4 2020 Tuesday,-0.26666666666666666
104,444,Sanders,"[1, 0, -1, -1, 1, 1, 1, 0, 1, 0, 0, -1, 1, 1, 0, -1, 1, -1, -1]",MSNBC HARDBALL,February 4 2020 Tuesday,0.10526315789473684
105,445,Iowa,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -1, -1, 0]",MSNBC HARDBALL,February 5 2020 Wednesday,0.0
106,445,Trump,"[-1, 0, 0, 0, 0, -1, 1, -1, 1, -1, 0, 0, 0, -1, 1, -1, 0, -1, 0, -1]",MSNBC HARDBALL,February 5 2020 Wednesday,-0.25
107,445,Mitt Romney,"[0, 1, -1, 1, -1, -1, 0, 1, 1, -1, -1, -1, 1, 1]",MSNBC HARDBALL,February 5 2020 Wednesday,0.0
108,445,Romney,"[1, 1, 0, 1, -1, 0, -1, 1, 1, 0, -1, -1, 0, -1, 1, 1, -1, 0, -1, -1]",MSNBC HARDBALL,February 5 2020 Wednesday,-0.05
109,445,New Hampshire,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",MSNBC HARDBALL,February 5 2020 Wednesday,0.1
110,446,Iowa,"[-1, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, -1]",MSNBC HARDBALL,February 6 2020 Thursday,-0.3333333333333333
111,446,New Hampshire,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",MSNBC HARDBALL,February 6 2020 Thursday,0.23076923076923078
112,446,Trump,"[-1, 0, 0, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0]",MSNBC HARDBALL,February 6 2020 Thursday,-0.47058823529411764
113,446,Mitt Romney,"[-1, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 1, 1, 0]",MSNBC HARDBALL,February 6 2020 Thursday,-0.21428571428571427
114,446,Republican,"[0, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, -1, 1, -1, 0, -1, 0, -1]",MSNBC HARDBALL,February 6 2020 Thursday,-0.5555555555555556
115,447,New Hampshire,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 7 2020 Friday,0.0
116,447,Chris,"[0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",MSNBC HARDBALL,February 7 2020 Friday,0.1
117,447,Pete Buttigieg,"[0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 1, 1]",MSNBC HARDBALL,February 7 2020 Friday,0.08333333333333333
118,447,Donald Trump,"[-1, -1, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, 0, -1]",MSNBC HARDBALL,February 7 2020 Friday,-0.5
119,447,Trump,"[0, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0]",MSNBC HARDBALL,February 7 2020 Friday,-0.7058823529411765
120,448,Trump,"[-1, 0, -1, -1, -1, -1, -1, -1, 0, 0, 1, 0, -1, -1, -1, 1, -1]",MSNBC HARDBALL,February 12 2020 Wednesday,-0.5294117647058824
121,448,New Hampshire,"[0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, -1, -1, 0, 0, 0]",MSNBC HARDBALL,February 12 2020 Wednesday,-0.3333333333333333
122,448,Roger Stone,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0]",MSNBC HARDBALL,February 12 2020 Wednesday,-0.25
123,448,Bloomberg,"[0, 0, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, 1, 0, -1, 0, 0, 1, 1, 0]",MSNBC HARDBALL,February 12 2020 Wednesday,-0.15
124,448,That`s,"[-1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0]",MSNBC HARDBALL,February 12 2020 Wednesday,-0.25
125,449,Trump,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]",MSNBC HARDBALL,February 13 2020 Thursday,-0.5882352941176471
126,449,Barr,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 1, -1, 0, 0]",MSNBC HARDBALL,February 13 2020 Thursday,-0.21052631578947367
127,449,Bloomberg,"[0, 0, 0, 1, 0, 1, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",MSNBC HARDBALL,February 13 2020 Thursday,0.0
128,449,I`m,"[0, 0, 0, -1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",MSNBC HARDBALL,February 13 2020 Thursday,0.23076923076923078
129,449,That`s,"[1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1]",MSNBC HARDBALL,February 13 2020 Thursday,-0.15384615384615385
130,450,Trump,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0]",MSNBC HARDBALL,February 17 2020 Monday,-0.15789473684210525
131,450,That`s,"[0, -1, 0, 0, 0, -1, -1, 1, -1, -1, 0, 0]",MSNBC HARDBALL,February 17 2020 Monday,-0.3333333333333333
132,450,Donald Trump,"[-1, 0, -1, 0, 0, -1, 0]",MSNBC HARDBALL,February 17 2020 Monday,-0.42857142857142855
133,450,Bloomberg,"[0, -1, -1, 0, 0, 0, 0, 0, -1, 0, -1, 0]",MSNBC HARDBALL,February 17 2020 Monday,-0.3333333333333333
134,450,Nevada,"[0, 0, 1, 0, -1, 0, 0, 1, 0]",MSNBC HARDBALL,February 17 2020 Monday,0.1111111111111111
135,451,Nevada,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 18 2020 Tuesday,0.058823529411764705
136,451,Trump,"[1, -1, 0, -1, 0, -1, -1, 0, -1, -1, 0, -1, 0, 0, 0, -1]",MSNBC HARDBALL,February 18 2020 Tuesday,-0.4375
137,451,Bloomberg,"[-1, 0, 0, 0, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, -1, 1, -1, -1]",MSNBC HARDBALL,February 18 2020 Tuesday,-0.42105263157894735
138,451,Democratic,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MSNBC HARDBALL,February 18 2020 Tuesday,-0.07692307692307693
139,451,Sanders,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",MSNBC HARDBALL,February 18 2020 Tuesday,0.16666666666666666
140,452,Bloomberg,"[0, -1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1]",MSNBC HARDBALL,February 19 2020 Wednesday,-0.4117647058823529
141,452,Trump,"[0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1]",MSNBC HARDBALL,February 19 2020 Wednesday,-0.4375
142,452,Democratic,"[0, 0, 0, -1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",MSNBC HARDBALL,February 19 2020 Wednesday,-0.05
143,452,Sanders,"[0, 1, 1, -1, -1, 0, 0, -1, 0, -1, 0, 1, -1, 1, 0, 0, -1, 0, -1]",MSNBC HARDBALL,February 19 2020 Wednesday,-0.15789473684210525
144,452,I`m,"[0, -1, 1, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1, 0, 0, 1, -1, 0, 1, 0]",MSNBC HARDBALL,February 19 2020 Wednesday,-0.2
