,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
40,81,Joe Biden,"[0, -1, 1, 0, 0, -1, 0, 0, 1, 1, 0, 1, 0, -1, 0, -1]",CNN CNN NEWSROOM,October 8 2020 Thursday,0.0
41,81,Biden,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",CNN CNN NEWSROOM,October 8 2020 Thursday,0.4
42,81,Trump,"[1, -1, -1, 1, -1, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 8 2020 Thursday,-0.4
43,81,John,"[0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 8 2020 Thursday,0.0
44,81,American,"[0, 0, 1, 1, -1, -1]",CNN CNN NEWSROOM,October 8 2020 Thursday,0.0
45,92,Trump,"[0, 0, 0, 0, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 14 2020 Wednesday,-0.3333333333333333
46,92,Supreme Court,"[0, 0, 0, 0, -1, -1, 0, 0]",CNN CNN NEWSROOM,October 14 2020 Wednesday,-0.25
47,92,Wisconsin,"[0, 0, -1, -1, 0, -1]",CNN CNN NEWSROOM,October 14 2020 Wednesday,-0.5
48,92,FDA,"[0, 1, -1, -1, 1]",CNN CNN NEWSROOM,October 14 2020 Wednesday,0.0
49,92,Jim,"[0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 14 2020 Wednesday,0.0
50,93,Trump,"[0, -1, -1, -1, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1]",CNN New Day,October 14 2020 Wednesday,-0.5714285714285714
51,93,the White House,"[0, 0, 0, 0, -1, 0, -1, -1, 0, -1, -1]",CNN New Day,October 14 2020 Wednesday,-0.45454545454545453
52,93,Joe Biden,"[0, -1, 0, 0, -1, -1]",CNN New Day,October 14 2020 Wednesday,-0.5
53,93,Florida,[0],CNN New Day,October 14 2020 Wednesday,0.0
54,93,Alisyn,"[0, 0, 0, 0, -1, 0, 0]",CNN New Day,October 14 2020 Wednesday,-0.14285714285714285
55,94,John,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN New Day,October 14 2020 Wednesday,0.0
56,94,Michigan,"[-1, -1, -1, -1, -1]",CNN New Day,October 14 2020 Wednesday,-1.0
57,94,Virginia,"[0, -1, -1, 0, 0, 0, 0, 0, 1]",CNN New Day,October 14 2020 Wednesday,-0.1111111111111111
58,94,The Washington Post,"[0, 0, 0, 0, 0, 0]",CNN New Day,October 14 2020 Wednesday,0.0
59,94,David,"[0, 0, 0, 0, 0, 0, 1, 1]",CNN New Day,October 14 2020 Wednesday,0.25
60,120,Biden,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",CNN New Day,October 28 2020 Wednesday,0.2857142857142857
61,120,Wisconsin,"[-1, 0, -1, 0, -1, -1, -1, 0, 0, 0, 0]",CNN New Day,October 28 2020 Wednesday,-0.45454545454545453
62,120,Americans,"[-1, 0, 0, -1, -1, -1, -1, -1]",CNN New Day,October 28 2020 Wednesday,-0.75
63,120,U.S.,"[-1, -1, -1, 0, -1, 0, 0, 0]",CNN New Day,October 28 2020 Wednesday,-0.5
64,120,Fourth Highest Day,[],CNN New Day,October 28 2020 Wednesday,
65,123,Trump,"[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, 0, 0, 0]",CNN The Lead with Jake Tapper,October 29 2020 Thursday,-0.6
66,123,Texas,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,October 29 2020 Thursday,0.0
67,123,Biden,"[1, 1, 1, 1, 1]",CNN The Lead with Jake Tapper,October 29 2020 Thursday,1.0
68,123,Democrats,"[1, 1, 1, -1, 1]",CNN The Lead with Jake Tapper,October 29 2020 Thursday,0.6
69,123,Democratic,"[0, 1, 0]",CNN The Lead with Jake Tapper,October 29 2020 Thursday,0.3333333333333333
70,126,Joe Biden,"[0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.08333333333333333
71,126,Trump,"[0, 0, -1, 0, 0, 0, 1, -1, 0, -1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.18181818181818182
72,126,Americans,"[-1, -1, -1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.75
73,126,John,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.0
74,126,Democrats,"[0, 0, 0, 0, 0, 0, -1, 1]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.0
75,143,Azerbaijan,"[0, 0, 0, 0, 0, -1, 0]",CNN CNN 10,October 19 2020 Monday,-0.14285714285714285
76,143,CNN,"[0, 0, 0, 0, 0, 0]",CNN CNN 10,October 19 2020 Monday,0.0
77,143,Armenia,"[0, 0, 1, -1, 0]",CNN CNN 10,October 19 2020 Monday,0.0
78,143,Nagorno Karabakh,"[0, 0, 0, -1]",CNN CNN 10,October 19 2020 Monday,-0.25
79,197,Joe Biden,"[0, 1, 0, -1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",CNN CNN NEWSROOM,October 7 2020 Wednesday,0.42857142857142855
80,197,Senate,"[0, 0, 0, 0, 0, -1, 0, -1]",CNN CNN NEWSROOM,October 7 2020 Wednesday,-0.25
81,197,John,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 7 2020 Wednesday,0.16666666666666666
82,197,Americans,"[-1, -1, 0, 0, -1, 0, -1, -1]",CNN CNN NEWSROOM,October 7 2020 Wednesday,-0.625
83,197,Republicans,"[0, -1, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 7 2020 Wednesday,-0.5714285714285714
84,215,Trump,"[0, -1, -1, -1, 0, -1, 0, 1, -1, -1, 0, 0, -1, -1, -1, 0]",CNN The Lead with Jake Tapper,October 7 2020 Wednesday,-0.5
85,215,CDC,"[0, 1, -1, 0, 1, 0, -1, 0, -1]",CNN The Lead with Jake Tapper,October 7 2020 Wednesday,-0.1111111111111111
86,215,Jake,[0],CNN The Lead with Jake Tapper,October 7 2020 Wednesday,0.0
87,215,the White House,"[0, -1, -1, 0, 0, -1]",CNN The Lead with Jake Tapper,October 7 2020 Wednesday,-0.5
88,215,CNN,"[0, 0, 0, 0]",CNN The Lead with Jake Tapper,October 7 2020 Wednesday,0.0
89,216,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 11 2020 Sunday,0.0
90,216,Trump,"[0, 0, 0, 0, 0, 1, -1, -1, -1, -1, 0, -1, -1, -1, -1]",CNN CNN NEWSROOM,October 11 2020 Sunday,-0.4666666666666667
91,216,the White House,"[-1, 0, 0, 0]",CNN CNN NEWSROOM,October 11 2020 Sunday,-0.25
92,216,Pennsylvania,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 11 2020 Sunday,0.0
93,216,Biden,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",CNN CNN NEWSROOM,October 11 2020 Sunday,0.0
94,221,Kate,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.09090909090909091
95,221,the White House,"[0, 0, -1, -1, 0, 0, -1, 0, 0, -1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.36363636363636365
96,221,FBI,"[0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.08333333333333333
97,221,Wisconsin,"[-1, -1, -1, -1, -1, -1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.8571428571428571
98,221,CNN,"[0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.0
99,236,Trump,"[0, -1, 0, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.6
100,236,U.S.,"[-1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, -1, -1]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.5555555555555556
101,236,Joe Biden,"[-1, -1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 1, 0, 1]",CNN CNN NEWSROOM,October 1 2020 Thursday,-0.2
102,236,China,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.2
103,236,Robyn,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 1 2020 Thursday,0.05
104,283,Trump,"[-1, 0, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.7142857142857143
105,283,NBC,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.8
106,283,Donald Trump,"[0, -1, 0, 0, -1, -1, -1, -1, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.6666666666666666
107,283,Biden,"[0, -1, 0, 0, 0, -1, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.42857142857142855
108,283,the United States,"[0, -1, -1, 1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.25
109,286,Trump,"[0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0]",CNN New Day Saturday,October 31 2020 Saturday,-0.2631578947368421
110,286,Biden,"[0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",CNN New Day Saturday,October 31 2020 Saturday,-0.15789473684210525
111,286,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN New Day Saturday,October 31 2020 Saturday,0.0
112,286,Pennsylvania,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",CNN New Day Saturday,October 31 2020 Saturday,-0.16666666666666666
113,286,Florida,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN New Day Saturday,October 31 2020 Saturday,0.0
114,333,Trump,"[-1, 0, -1, -1, -1, -1, 0, 0, 0, -1, -1, 0, 0, 0]",CNN CNN Tonight,October 26 2020 Monday,-0.5
115,333,Pennsylvania,"[0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0]",CNN CNN Tonight,October 26 2020 Monday,0.0
116,333,Texas,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0]",CNN CNN Tonight,October 26 2020 Monday,-0.2727272727272727
117,333,Joe Biden,"[0, 1, 0, 0, 1, -1, -1, 0, 1]",CNN CNN Tonight,October 26 2020 Monday,0.1111111111111111
118,333,the White House,"[0, 0, -1, -1, -1, -1, -1, -1]",CNN CNN Tonight,October 26 2020 Monday,-0.75
119,334,Trump,"[-1, 1, 0, 0, 1, -1, 0, 0, 0, -1, -1, -1, 0]",CNN CNN NEWSROOM,October 27 2020 Tuesday,-0.23076923076923078
120,334,U.S.,"[-1, 1, 0, -1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 27 2020 Tuesday,-0.35714285714285715
121,334,Amy Coney Barrett,"[0, 0, 0, 0, 0, 0, -1, 0, 0]",CNN CNN NEWSROOM,October 27 2020 Tuesday,-0.1111111111111111
122,334,Democrats,"[-1, 0, 0, 0, -1, 0, 0, 0]",CNN CNN NEWSROOM,October 27 2020 Tuesday,-0.25
123,334,the Supreme Court,"[0, 0, 0, 0, 0, 1, 0]",CNN CNN NEWSROOM,October 27 2020 Tuesday,0.14285714285714285
124,335,Trump,"[0, 0, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0, -1]",CNN EARLY START,October 27 2020 Tuesday,-0.38461538461538464
125,335,U.S.,"[0, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, 1, -1]",CNN EARLY START,October 27 2020 Tuesday,-0.46153846153846156
126,335,Georgia,"[0, 0, 0, 1, 0, 0, 0]",CNN EARLY START,October 27 2020 Tuesday,0.14285714285714285
127,335,Senate,"[0, 0, 0, 0]",CNN EARLY START,October 27 2020 Tuesday,0.0
128,335,Biden,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",CNN EARLY START,October 27 2020 Tuesday,0.1
129,356,Trump,"[0, -1, 0, 0, -1, 0, -1, -1, 0, -1, 0, -1, -1, 0, -1, -1, 0]",CNN The Lead with Jake Tapper,October 28 2020 Wednesday,-0.5294117647058824
130,356,Miles Taylor,"[0, 0, -1, 0, -1, -1, -1, 0, 0, -1, 0, 0, -1, 0]",CNN The Lead with Jake Tapper,October 28 2020 Wednesday,-0.42857142857142855
131,356,the White House,"[0, -1, 0, 0, 0, -1, 0, -1, -1, -1]",CNN The Lead with Jake Tapper,October 28 2020 Wednesday,-0.5
132,356,Jake,"[0, 0, 1, 0, 0, 0]",CNN The Lead with Jake Tapper,October 28 2020 Wednesday,0.16666666666666666
133,356,Donald Trump,"[0, -1, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,October 28 2020 Wednesday,-0.16666666666666666
134,362,Trump,"[0, 0, -1, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0, -1, -1, 0, -1]",CNN The Lead with Jake Tapper,October 13 2020 Tuesday,-0.4444444444444444
135,362,Regeneron,"[1, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,October 13 2020 Tuesday,0.14285714285714285
136,362,Jake,[0],CNN The Lead with Jake Tapper,October 13 2020 Tuesday,0.0
137,362,Fauci,"[-1, -1, 0, -1, 1, -1]",CNN The Lead with Jake Tapper,October 13 2020 Tuesday,-0.5
138,362,CNN,[],CNN The Lead with Jake Tapper,October 13 2020 Tuesday,
139,385,Trump,"[-1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 29 2020 Thursday,-0.85
140,385,U.S.,"[-1, -1, 0, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, -1, 0, -1, -1, 0, 0]",CNN CNN NEWSROOM,October 29 2020 Thursday,-0.5263157894736842
141,385,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 29 2020 Thursday,0.0
142,385,Anonymous,"[0, 0, 0, 0, -1, 0, 0]",CNN CNN NEWSROOM,October 29 2020 Thursday,-0.14285714285714285
143,385,Florida,"[-1, 0, 0, 1, -1, 0, 0, 0]",CNN CNN NEWSROOM,October 29 2020 Thursday,-0.125
144,401,Trump,"[-1, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, 0, 0, -1]",CNN CNN Tonight,October 15 2020 Thursday,-0.42105263157894735
145,401,Joe Biden,"[0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 1]",CNN CNN Tonight,October 15 2020 Thursday,0.16666666666666666
146,401,Donald Trump,"[-1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1]",CNN CNN Tonight,October 15 2020 Thursday,-0.7272727272727273
147,401,Democrats,"[-1, 1, -1, 0]",CNN CNN Tonight,October 15 2020 Thursday,-0.25
148,401,Republicans,"[-1, 1, 0, -1, 0]",CNN CNN Tonight,October 15 2020 Thursday,-0.2
149,448,FDA,"[0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.0
150,448,Harris County,"[0, 0, -1, 0, 0, 0, 0, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.25
151,448,Scalia,"[0, 0, -1, 0, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.4
152,448,AstraZeneca,"[0, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.3333333333333333
153,448,Poppy,"[0, 0, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.0
154,477,Wolf,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,October 25 2020 Sunday,0.0
155,477,Americans,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",CNN THE SITUATION ROOM,October 25 2020 Sunday,-1.0
156,477,Trump,"[-1, 0, -1, 0, -1, -1, 0, -1, 0, 0, -1, 0, -1, 1, -1, -1, 0, -1, 0, 0]",CNN THE SITUATION ROOM,October 25 2020 Sunday,-0.45
157,477,Pennsylvania,"[0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0]",CNN THE SITUATION ROOM,October 25 2020 Sunday,-0.125
158,477,the White House,"[-1, 0, -1, -1, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,October 25 2020 Sunday,-0.3333333333333333
159,478,Trump,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0]",CNN CNN NEWSROOM,October 25 2020 Sunday,-0.15
160,478,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 25 2020 Sunday,0.06666666666666667
161,478,Florida,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",CNN CNN NEWSROOM,October 25 2020 Sunday,-0.08333333333333333
162,478,the White House,"[-1, 0, 0, 0, 0, -1, 0, 0, 0]",CNN CNN NEWSROOM,October 25 2020 Sunday,-0.2222222222222222
163,478,Biden,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",CNN CNN NEWSROOM,October 25 2020 Sunday,0.0625
164,525,COVID-19,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.9
165,525,Jim,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.0
166,525,Democratic,"[0, 1, 1, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.25
167,525,Republicans,"[-1, 0, -1, -1, 0, 0, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.5
168,525,Virginia,"[0, -1, -1, -1, -1]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.8
169,526,Trump,"[0, 0, -1, 0, 0, 0, -1, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.3333333333333333
170,526,Joe Biden,"[0, 0, 0, 1, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.125
171,526,U.S.,"[-1, 0, 0, 0, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.2
172,526,Democrats,"[0, 1, 1, -1, 1]",CNN CNN NEWSROOM,October 15 2020 Thursday,0.4
173,526,AstraZeneca,"[0, 0, 0, -1, 0]",CNN CNN NEWSROOM,October 15 2020 Thursday,-0.2
174,527,the White House,"[-1, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1]",CNN CNN RELIABLE SOURCES,October 4 2020 Sunday,-0.2777777777777778
175,527,Conley,"[0, 0, -1, -1, -1, -1, 0, 1, 0, 0, 0, 0, 0, 1, 1, -1, -1]",CNN CNN RELIABLE SOURCES,October 4 2020 Sunday,-0.17647058823529413
176,527,Trump,"[0, -1, -1, 1, -1, -1, 0, 0, -1]",CNN CNN RELIABLE SOURCES,October 4 2020 Sunday,-0.4444444444444444
177,527,American,"[0, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1, 0, -1, 0]",CNN CNN RELIABLE SOURCES,October 4 2020 Sunday,-0.25
178,527,Walter Reed,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",CNN CNN RELIABLE SOURCES,October 4 2020 Sunday,0.1875
179,532,Trump,"[0, -1, -1, -1, -1, 0, -1, 0, -1, 0, -1, -1, 0, -1, 0, -1, 0, 0]",CNN CNN LIVE EVENT/SPECIAL,October 7 2020 Wednesday,-0.5555555555555556
180,532,Pence,"[0, -1, -1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, 0, 0]",CNN CNN LIVE EVENT/SPECIAL,October 7 2020 Wednesday,-0.3684210526315789
181,532,the White House,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, 0, 0, -1]",CNN CNN LIVE EVENT/SPECIAL,October 7 2020 Wednesday,-0.7894736842105263
182,532,Kamala Harris,[],CNN CNN LIVE EVENT/SPECIAL,October 7 2020 Wednesday,
183,532,Biden,"[1, 1, 0, 1, -1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1, 0, 0, 1, -1]",CNN CNN LIVE EVENT/SPECIAL,October 7 2020 Wednesday,0.10526315789473684
184,545,Earth,"[-1, 0, 0, 0, 0]",CNN CNN 10,October 15 2020 Thursday,-0.2
185,545,California,"[0, -1, -1]",CNN CNN 10,October 15 2020 Thursday,-0.6666666666666666
186,545,Idaho,"[0, 0]",CNN CNN 10,October 15 2020 Thursday,0.0
187,545,Pluto,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, -1]",CNN CNN 10,October 15 2020 Thursday,-0.2
188,547,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",CNN CNN NEWSROOM,October 22 2020 Thursday,-0.05263157894736842
189,547,Trump,"[0, 0, 0, 0, -1, 0, 0, -1, -1, -1, -1, -1, 0, -1, 0]",CNN CNN NEWSROOM,October 22 2020 Thursday,-0.4666666666666667
190,547,Yan,"[-1, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,October 22 2020 Thursday,-0.6363636363636364
