,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
32,37,the White House,"[0, 0, 0, -1, -1, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 7 2020 Sunday,-0.2222222222222222
33,37,Trump,"[0, -1, 0, 0, 0, -1, 0, -1, 0, -1]",CNN CNN NEWSROOM,June 7 2020 Sunday,-0.4
34,37,George Floyd,"[0, 0, 0, 0, 0, 0, -1]",CNN CNN NEWSROOM,June 7 2020 Sunday,-0.14285714285714285
35,42,Seattle,"[0, -1, 0, 0, 0, -1, -1, -1, -1, -1, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.5454545454545454
36,42,Brianna,"[0, 0, 0, 0, 0, 1, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,0.14285714285714285
37,42,Trump,"[-1, -1, 0, 0, -1, -1, 0, 0, -1, -1, -1, -1]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.6666666666666666
38,42,Donald Trump,"[1, -1, -1, 0, -1, -1, -1]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.5714285714285714
39,42,Minneapolis,"[0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,0.0
40,44,Chris,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",CNN CUOMO PRIME TIME,June 29 2020 Monday,0.15789473684210525
41,44,State,"[-1, 0, -1, -1, 1, -1, 0, -1, 0, 1, 1, 0, 0]",CNN CUOMO PRIME TIME,June 29 2020 Monday,-0.15384615384615385
42,44,Florida,"[-1, 0, -1, -1, -1, -1, 0, -1, -1]",CNN CUOMO PRIME TIME,June 29 2020 Monday,-0.7777777777777778
43,44,Russia,"[-1, -1, -1, -1, 0, -1, -1]",CNN CUOMO PRIME TIME,June 29 2020 Monday,-0.8571428571428571
44,44,Antonio,"[0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",CNN CUOMO PRIME TIME,June 29 2020 Monday,0.09090909090909091
45,46,John,"[0, 0, 1, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.125
46,46,Republicans,"[0, 0, -1, -1, -1, 0, -1]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.5714285714285714
47,46,Democrats,"[0, 0, 0, 0, -1, -1, -1]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.42857142857142855
48,46,Capitol Hill,"[0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.0
49,46,Republican,"[-1, -1, 0, -1, -1, -1, -1, -1]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.875
50,48,Jim,"[0, 0, 0, 0, 0, 1, 1]",CNN CNN NEWSROOM,June 12 2020 Friday,0.2857142857142857
51,48,Republicans,"[0, 0, 0, 0, 1, 0, -1]",CNN CNN NEWSROOM,June 12 2020 Friday,0.0
52,48,Florida,"[0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,0.0
53,48,Trump,"[0, 0, -1, 0, 0, -1, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.2857142857142857
54,48,CNN,"[-1, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.5
55,49,Jim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,0.09090909090909091
56,49,Florida,"[-1, 0, -1, -1, -1, 0, 0, 0, -1, -1]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.6
57,49,CNN,[0],CNN CNN NEWSROOM,June 12 2020 Friday,0.0
58,49,Chicago,"[-1, 0, 0, -1, 0, 0, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.2857142857142857
59,49,Trump,"[0, -1, 0, 0, -1, 0]",CNN CNN NEWSROOM,June 12 2020 Friday,-0.3333333333333333
60,51,Nixon,"[0, -1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, -1, -1, 1, 0, 0, 0, -1, 0]",CNN CNN Special Reports,June 28 2020 Sunday,0.0
61,51,Chicago,[],CNN CNN Special Reports,June 28 2020 Sunday,
62,51,the Democratic Party,"[0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1]",CNN CNN Special Reports,June 28 2020 Sunday,-0.45454545454545453
63,51,Democratic,"[-1, 0, -1, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1]",CNN CNN Special Reports,June 28 2020 Sunday,-0.3684210526315789
64,51,Hubert Humphrey,"[0, 0, 0, 0, 0, -1, 1, 0, -1, -1, -1]",CNN CNN Special Reports,June 28 2020 Sunday,-0.2727272727272727
65,52,American,"[0, 1, -1, 0, -1, 1, -1, -1, -1, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0]",CNN CNN Special Reports,June 27 2020 Saturday,-0.21052631578947367
66,52,New Hampshire,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",CNN CNN Special Reports,June 27 2020 Saturday,0.1
67,52,Vietnam,"[-1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, -1, -1, -1]",CNN CNN Special Reports,June 27 2020 Saturday,-0.4
68,52,Nixon,"[1, 0, -1, 0, 0, -1, 0, 1, 0, 1, 0, 0, 1, 0]",CNN CNN Special Reports,June 27 2020 Saturday,0.14285714285714285
69,52,America,"[-1, 0, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, 0, -1, 0, 1, 0]",CNN CNN Special Reports,June 27 2020 Saturday,-0.5
70,54,Nixon,"[0, 1, -1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, -1, -1]",CNN CNN Special Reports,June 28 2020 Sunday,0.1
71,54,Wallace,"[1, 0, -1, 0, -1, -1, -1, 1, 0, 1, 1, 1, -1, -1, 0]",CNN CNN Special Reports,June 28 2020 Sunday,-0.06666666666666667
72,54,Humphrey,"[0, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 1, 0, 1, -1, 0]",CNN CNN Special Reports,June 28 2020 Sunday,0.05263157894736842
73,54,Hubert Humphrey,"[0, 1, 0, 0, -1, 0, 1, 0, 1, -1]",CNN CNN Special Reports,June 28 2020 Sunday,0.1
74,54,Apollo 8,"[0, 0, 0, 0, 0, 0, 1, 1]",CNN CNN Special Reports,June 28 2020 Sunday,0.25
75,57,Kennedy,"[0, 1, -1, -1, 0, -1, -1, 1, -1, 1, 0, 0, 0, 0, 1, -1, 0, 1, -1]",CNN CNN Special Reports,June 27 2020 Saturday,-0.10526315789473684
76,57,McCarthy,"[0, 1, -1, 0, -1, -1, -1, 0, -1, 1, 1, 0]",CNN CNN Special Reports,June 27 2020 Saturday,-0.16666666666666666
77,57,Oregon,"[0, 0, -1, 0, 0, 0, 0, -1]",CNN CNN Special Reports,June 27 2020 Saturday,-0.25
78,57,Robert Kennedy,"[1, 0, 0, -1, 1, 0, 0, 0, -1, -1, 1]",CNN CNN Special Reports,June 27 2020 Saturday,0.0
79,57,America,"[0, 1, 1, 0, -1, -1, -1, -1, 1, 0, -1, 0, -1]",CNN CNN Special Reports,June 27 2020 Saturday,-0.23076923076923078
80,60,Wolf,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",CNN THE SITUATION ROOM,June 11 2020 Thursday,0.3
81,60,Arkansas,"[-1, -1, -1, 0, 0, 1, 0, 1, 1, 0]",CNN THE SITUATION ROOM,June 11 2020 Thursday,0.0
82,60,Minneapolis,"[-1, 0, -1, -1, -1, -1, -1, 0, -1, 0]",CNN THE SITUATION ROOM,June 11 2020 Thursday,-0.7
83,60,Trump,"[0, -1, 0, 0, -1, -1, 0, -1, 0, 0, -1]",CNN THE SITUATION ROOM,June 11 2020 Thursday,-0.45454545454545453
84,60,U.S.,"[-1, 0, 0, -1, 0, -1, -1, -1]",CNN THE SITUATION ROOM,June 11 2020 Thursday,-0.625
85,72,Brooks,"[0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.0
86,72,Spain,"[0, 0, 0, 0, 1, 0, 1, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.25
87,72,Beijing,"[-1, -1, -1, -1, 0, -1, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.625
88,72,Atlanta,"[0, -1, -1, 0, -1, 0, 0, 0, -1]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.4444444444444444
89,72,CNN,"[0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.0
90,73,Brooks,[],CNN ANDERSON COOPER 360 DEGREES,June 15 2020 Monday,
91,73,Anderson,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",CNN ANDERSON COOPER 360 DEGREES,June 15 2020 Monday,0.1
92,73,SWAT,"[0, 0, 0, 0, -1, -1, 0]",CNN ANDERSON COOPER 360 DEGREES,June 15 2020 Monday,-0.2857142857142857
93,73,George Floyd,"[0, 0, 0, 0, -1, 0, 0]",CNN ANDERSON COOPER 360 DEGREES,June 15 2020 Monday,-0.14285714285714285
94,73,Atlanta,"[0, 0, 0, 0, 0, -1]",CNN ANDERSON COOPER 360 DEGREES,June 15 2020 Monday,-0.16666666666666666
95,78,Russian,"[0, 0, 0, -1]",CNN EARLY START,June 30 2021 Wednesday,-0.25
96,78,Florida,"[-1, 0, -1, -1]",CNN EARLY START,June 30 2021 Wednesday,-0.75
97,78,British Columbia,"[-1, -1, 0, 0]",CNN EARLY START,June 30 2021 Wednesday,-0.5
98,78,New York City,"[-1, 0, -1]",CNN EARLY START,June 30 2021 Wednesday,-0.6666666666666666
99,78,the United States,"[0, 0, -1]",CNN EARLY START,June 30 2021 Wednesday,-0.3333333333333333
100,80,Florida,"[0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]",CNN New Day,June 23 2020 Tuesday,-0.8181818181818182
101,80,Texas,"[0, -1, -1, -1, 0, -1, 1, -1]",CNN New Day,June 23 2020 Tuesday,-0.5
102,80,ICU,"[0, 0, -1, -1, -1, -1]",CNN New Day,June 23 2020 Tuesday,-0.6666666666666666
103,80,Trump,"[0, -1, 0, -1, -1, -1, -1]",CNN New Day,June 23 2020 Tuesday,-0.7142857142857143
104,80,Sanjay,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN New Day,June 23 2020 Tuesday,0.0
105,82,Texas,"[0, 0, 0, -1, -1, -1, -1, -1]",CNN CNN NEWSROOM,June 24 2020 Wednesday,-0.625
106,82,the Justice Department,"[-1, 0, 0, -1, -1, 0, 0, 0, -1, -1]",CNN CNN NEWSROOM,June 24 2020 Wednesday,-0.5
107,82,Florida,"[0, -1, 0, -1, -1, -1, -1, -1, -1]",CNN CNN NEWSROOM,June 24 2020 Wednesday,-0.7777777777777778
108,82,Jim,"[0, 0, 0, 0]",CNN CNN NEWSROOM,June 24 2020 Wednesday,0.0
109,82,U.S.,"[0, -1, -1, -1]",CNN CNN NEWSROOM,June 24 2020 Wednesday,-0.75
110,83,John,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 4 2020 Thursday,0.0
111,83,George Floyd,"[0, -1, -1, -1, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 4 2020 Thursday,-0.4666666666666667
112,83,COVID-19,"[0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 4 2020 Thursday,0.0
113,83,Minneapolis,"[0, 0, 0]",CNN CNN NEWSROOM,June 4 2020 Thursday,0.0
114,83,Americans,"[-1, 0]",CNN CNN NEWSROOM,June 4 2020 Thursday,-0.5
115,96,COVID-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.0
116,96,FDA,"[0, 0, 0, 0, 1, 1, 0, 0, 1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.3333333333333333
117,96,Americans,"[0, 1, 1, 0, -1, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.0
118,96,Hahn,"[0, 0, 0, 1, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.16666666666666666
119,96,American,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -1, -1, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.0
120,118,Mississippi,"[0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,June 29 2020 Monday,0.0
121,118,Houston,"[0, 0, 0, 0, -1, 0, -1, -1]",CNN The Lead with Jake Tapper,June 29 2020 Monday,-0.375
122,118,Texas,"[0, -1, 0, -1, 0, -1, 0, -1]",CNN The Lead with Jake Tapper,June 29 2020 Monday,-0.5
123,118,Taliban,"[0, -1, -1, -1, 0]",CNN The Lead with Jake Tapper,June 29 2020 Monday,-0.6
124,118,Confederate,"[0, -1, -1, 0, 0, 0]",CNN The Lead with Jake Tapper,June 29 2020 Monday,-0.3333333333333333
125,124,John,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0]",CNN CNN NEWSROOM,June 19 2020 Friday,0.0
126,124,Florida,"[0, -1, -1, -1, 0, 1, 0, -1, 0, -1, 0, -1, -1]",CNN CNN NEWSROOM,June 19 2020 Friday,-0.46153846153846156
127,124,Oklahoma,"[-1, -1, 0, -1, -1, -1, 0, 0, 0, 1, -1]",CNN CNN NEWSROOM,June 19 2020 Friday,-0.45454545454545453
128,124,Tulsa,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 19 2020 Friday,0.0
129,124,Arizona,"[0, 0, -1, -1, -1, -1, 0, 0]",CNN CNN NEWSROOM,June 19 2020 Friday,-0.5
130,131,Brooks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN ERIN BURNETT OUTFRONT,June 15 2020 Monday,0.0
131,131,Atlanta,"[-1, -1, 0, 0, -1, 0, -1, -1, -1]",CNN ERIN BURNETT OUTFRONT,June 15 2020 Monday,-0.6666666666666666
132,131,Tulsa,"[0, -1, 0, -1, -1, -1, 0, -1, -1, 0, 0]",CNN ERIN BURNETT OUTFRONT,June 15 2020 Monday,-0.5454545454545454
133,131,Erin,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",CNN ERIN BURNETT OUTFRONT,June 15 2020 Monday,0.1
134,131,Trump,"[0, 0, 0, 0, -1, 1, 0, 0, 0, 0]",CNN ERIN BURNETT OUTFRONT,June 15 2020 Monday,0.0
135,196,Brooks,"[0, -1, 1, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, -1, -1, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.2222222222222222
136,196,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.0
137,196,Natalie,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,0.05
138,196,U.S.,"[-1, -1, 0, 0, 0, -1, 1, 0, 0, -1, -1, -1, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.38461538461538464
139,196,the White House,"[0, 0, 0, -1, 0, 0]",CNN CNN NEWSROOM,June 15 2020 Monday,-0.16666666666666666
140,229,CNN,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.05
141,229,U.S.,"[-1, -1, -1, -1, 0, -1, -1, -1, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.7
142,229,India,"[-1, -1, -1, -1, -1, -1, 0, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.875
143,229,Trump,"[-1, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.46153846153846156
144,229,Kentucky,"[0, 0, 1, 0, 0, -1, -1, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.125
145,230,Wolf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",CNN THE SITUATION ROOM,June 22 2020 Monday,0.13333333333333333
146,230,Florida,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",CNN THE SITUATION ROOM,June 22 2020 Monday,-0.7692307692307693
147,230,Trump,"[0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 1, -1]",CNN THE SITUATION ROOM,June 22 2020 Monday,-0.3333333333333333
148,230,Miami,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1]",CNN THE SITUATION ROOM,June 22 2020 Monday,0.0
149,230,the White House,"[-1, 0, -1, -1, -1, -1, -1, 0, -1]",CNN THE SITUATION ROOM,June 22 2020 Monday,-0.7777777777777778
150,232,U.S.,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0]",CNN CNN NEWSROOM,June 29 2020 Monday,-0.8461538461538461
151,232,Trump,"[-1, -1, -1, -1, 0, -1, -1, -1, 0, 0]",CNN CNN NEWSROOM,June 29 2020 Monday,-0.7
152,232,CNN,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 29 2020 Monday,0.0
153,232,Texas,"[-1, 0, 0, 0, 0, 0, -1]",CNN CNN NEWSROOM,June 29 2020 Monday,-0.2857142857142857
154,232,Russian,"[0, 0, -1, -1, -1, 0, -1]",CNN CNN NEWSROOM,June 29 2020 Monday,-0.5714285714285714
155,243,Chris,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",CNN CUOMO PRIME TIME,June 3 2020 Wednesday,0.125
156,243,America,"[-1, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 1]",CNN CUOMO PRIME TIME,June 3 2020 Wednesday,-0.16666666666666666
157,243,Atlanta,"[-1, 0, 0, -1, -1, 0, 0]",CNN CUOMO PRIME TIME,June 3 2020 Wednesday,-0.42857142857142855
158,243,Ferguson,"[0, 1, 0, 0, 0, 1, 0, 1, -1]",CNN CUOMO PRIME TIME,June 3 2020 Wednesday,0.2222222222222222
159,243,American,"[-1, 1, -1, 0, -1]",CNN CUOMO PRIME TIME,June 3 2020 Wednesday,-0.4
160,244,Don,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, 0, 0, 0, -1]",CNN CNN Tonight,June 4 2020 Thursday,-0.1875
161,244,George Floyd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",CNN CNN Tonight,June 4 2020 Thursday,-0.25
162,244,Trump,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",CNN CNN Tonight,June 4 2020 Thursday,-0.9230769230769231
163,244,Washington,"[0, 0, -1, 0, 0]",CNN CNN Tonight,June 4 2020 Thursday,-0.2
164,244,Mattis,"[1, 1, 0, 0, -1, -1, -1, 1, 0, -1, 1, 1]",CNN CNN Tonight,June 4 2020 Thursday,0.08333333333333333
165,245,Wolf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,June 3 2020 Wednesday,0.0
166,245,the United States,"[0, 0, -1, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0]",CNN THE SITUATION ROOM,June 3 2020 Wednesday,-0.1875
167,245,Aired 5-6p,[],CNN THE SITUATION ROOM,June 3 2020 Wednesday,
168,245,Nationwide Unrest,"[0, 0, 0, 0, 0, 0, 0, 0]",CNN THE SITUATION ROOM,June 3 2020 Wednesday,0.0
169,245,America,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",CNN THE SITUATION ROOM,June 3 2020 Wednesday,0.2
170,266,CNN,"[0, 0, 0, -1, 0, -1, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.2
171,266,Trump,"[-1, -1, 0, -1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 1, 0, 0, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.2777777777777778
172,266,U.S.,"[-1, 0, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.4666666666666667
173,266,Rosemary,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN CNN NEWSROOM,June 23 2020 Tuesday,0.1111111111111111
174,266,India,"[-1, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1]",CNN CNN NEWSROOM,June 23 2020 Tuesday,-0.7272727272727273
175,270,Confederate,"[-1, -1, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0]",CNN New Day,June 11 2020 Thursday,-0.4444444444444444
176,270,Trump,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0]",CNN New Day,June 11 2020 Thursday,-0.2857142857142857
177,270,NASCAR,"[0, 0, 0, 1, 0, 0]",CNN New Day,June 11 2020 Thursday,0.16666666666666666
178,270,George Floyd,"[0, 0, 0, 0, 0, 0, -1, 0]",CNN New Day,June 11 2020 Thursday,-0.125
179,270,the White House,"[0, 0, 0, 0, -1, -1, -1, -1]",CNN New Day,June 11 2020 Thursday,-0.5
180,271,George Floyd,"[0, 0, 1, 0, 0, -1, 0]",CNN New Day,June 11 2020 Thursday,0.0
181,271,Alabama,"[0, -1, -1, -1, 0]",CNN New Day,June 11 2020 Thursday,-0.6
182,271,Albany,"[0, 0, 1, 1]",CNN New Day,June 11 2020 Thursday,0.5
183,271,U.S.,"[-1, -1, -1, 0]",CNN New Day,June 11 2020 Thursday,-0.75
184,271,Montgomery,"[-1, -1, -1, -1, -1, 1]",CNN New Day,June 11 2020 Thursday,-0.6666666666666666
185,287,Tulsa,"[-1, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,-0.6470588235294118
186,287,Trump,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,-0.1
187,287,Roberts,"[-1, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,-0.25
188,287,Jake,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,0.0
189,287,CNN,"[0, 0, 0, 1, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,0.14285714285714285
190,288,Tulsa,"[0, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,-0.5
191,288,Trump,"[1, 0, 1, -1, 0, -1, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,0.0
192,288,Roberts,"[-1, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,-0.16666666666666666
193,288,Jake,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,0.0
194,288,CNN,"[0, 0, 0, 1, 0, 0]",CNN The Lead with Jake Tapper,June 15 2020 Monday,0.16666666666666666
