,Transcript,Topic,Sentiment,Program,Date,avg_sentiment
11,134,California,"[-1, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,September 14 2020 Monday,-0.3
12,134,Trump,"[-1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,September 14 2020 Monday,-0.5
13,134,Biden,"[-1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,September 14 2020 Monday,-0.14285714285714285
14,134,Fox News,"[0, 0, 1, 1]",Fox News Network FOX NEWS @ NIGHT,September 14 2020 Monday,0.5
15,147,Bob Woodward,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 9 2020 Wednesday,-0.07692307692307693
16,147,Trump,"[-1, 0, -1, -1, -1, 0, 0, -1, -1, 0, -1, 0, -1, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 9 2020 Wednesday,-0.5294117647058824
17,147,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 9 2020 Wednesday,0.0
18,147,American,"[0, -1, -1, -1, -1, 0, 0, 1, -1, 1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 9 2020 Wednesday,-0.4166666666666667
19,147,Joe Biden,"[-1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 9 2020 Wednesday,-0.3333333333333333
20,171,Biden,"[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,September 4 2020 Friday,-0.9
21,171,Joe,"[0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 1, -1, -1, -1]",Fox News Network FOX HANNITY,September 4 2020 Friday,-0.7368421052631579
22,171,Joe Biden,"[0, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 0, -1, -1, 0, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,September 4 2020 Friday,-0.65
23,171,Trump,"[0, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 0, 0, -1, 0, 1, -1]",Fox News Network FOX HANNITY,September 4 2020 Friday,0.35294117647058826
24,171,Kamala Harris,"[0, -1, -1, 0, 0, 1, 1, 1, -1, -1, 1]",Fox News Network FOX HANNITY,September 4 2020 Friday,0.0
25,179,Trump,"[0, -1, -1, 0, 0, 0, -1, -1, 0, -1, 0, 1, 0, -1, 0, 0, 1]",Fox News Network TUCKER CARLSON TONIGHT,September 30 2020 Wednesday,-0.23529411764705882
26,179,Joe Biden,[],Fox News Network TUCKER CARLSON TONIGHT,September 30 2020 Wednesday,
27,179,Biden,"[-1, 0, 0, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 30 2020 Wednesday,-0.631578947368421
28,179,American,"[1, 0, -1, 0, -1, 0, -1, -1, 0, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 30 2020 Wednesday,-0.3333333333333333
29,179,Tucker,"[0, 0, 1, 0, 1, 0, 0, -1, 1, 1]",Fox News Network TUCKER CARLSON TONIGHT,September 30 2020 Wednesday,0.3
30,186,Charles,"[0, 0, 0, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 23 2020 Wednesday,0.0
31,186,Kentucky,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 23 2020 Wednesday,0.17647058823529413
32,186,Louisville,"[0, 0, 0, -1, 0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 23 2020 Wednesday,-0.2
33,186,the Supreme Court,"[0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 23 2020 Wednesday,-0.16666666666666666
34,186,Breonna Taylor's,"[0, 0, 0, 1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 23 2020 Wednesday,0.2
35,187,Trump,"[0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1]",Fox News Network INGRAHAM ANGLE,September 15 2020 Tuesday,0.0
36,187,Biden,"[1, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, -1, 1, -1, -1, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,September 15 2020 Tuesday,-0.3333333333333333
37,187,America,"[-1, 0, -1, 0, 1, 0, 0, 0, -1, 1, 1, -1, 0, -1, -1, 1, -1]",Fox News Network INGRAHAM ANGLE,September 15 2020 Tuesday,-0.17647058823529413
38,187,Bolsheviks,"[0, 0, -1, -1, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,September 15 2020 Tuesday,-0.7777777777777778
39,187,California,"[-1, 0, 0, -1, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,September 15 2020 Tuesday,-0.375
40,193,Biden,"[-1, 0, -1, -1, 0, -1, 0, 0, 0, -1, -1, 0, -1, 0, -1, 0, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,September 28 2020 Monday,-0.5263157894736842
41,193,Trump,"[-1, -1, 1, 0, 0, 0, 0, 0, -1, -1, 0, -1, 0, 0, -1, 1, 1]",Fox News Network INGRAHAM ANGLE,September 28 2020 Monday,-0.17647058823529413
42,193,CDC,"[-1, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,September 28 2020 Monday,-0.16666666666666666
43,193,Laura,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,September 28 2020 Monday,-0.09090909090909091
44,193,Atlas,"[-1, 0, -1, -1, -1, -1, -1, 0, 1, 0, -1, 0, 1]",Fox News Network INGRAHAM ANGLE,September 28 2020 Monday,-0.38461538461538464
45,209,Trump,[],Fox News Network INGRAHAM ANGLE,September 9 2020 Wednesday,
46,209,Biden,"[-1, -1, 0, -1, 0, -1, 1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,September 9 2020 Wednesday,-0.55
47,209,America,"[-1, 0, 0, 0, 0, 1, -1, -1, 1, -1, -1, 1, 0, 0, -1, 1]",Fox News Network INGRAHAM ANGLE,September 9 2020 Wednesday,-0.125
48,209,Laura,"[0, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,September 9 2020 Wednesday,0.0
49,209,American,"[-1, -1, -1, 1, 0, 1, -1, -1, -1, 0, -1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,September 9 2020 Wednesday,-0.5
50,212,Joe Biden,"[-1, -1, -1, -1, 0, -1, -1, -1, 0, 0, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1]",Fox News Network FOX HANNITY,September 29 2020 Tuesday,-0.7
51,212,Joe,"[0, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,September 29 2020 Tuesday,-0.75
52,212,Trump,"[1, 1, 1, -1, -1, 0, 0, 1, 1, -1, 0, -1, 0, -1, -1, -1, 0, 1, 0, 1]",Fox News Network FOX HANNITY,September 29 2020 Tuesday,0.0
53,212,Donald Trump,"[-1, 1, -1, -1, 0, -1, 1, 0, 0, 1, 0, 1, -1, -1, -1, 0, 0, -1, 1, 1]",Fox News Network FOX HANNITY,September 29 2020 Tuesday,-0.1
54,212,American,"[0, 0, -1, 0, -1, 1, 1, 0, -1, -1, -1, 1]",Fox News Network FOX HANNITY,September 29 2020 Tuesday,-0.16666666666666666
55,218,Biden,"[0, 0, -1, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, 0, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,September 10 2020 Thursday,-0.47368421052631576
56,218,Trump,"[0, -1, -1, 0, 1, 1, 0, 0, -1, 1, -1, 0, -1, -1, -1, 1]",Fox News Network INGRAHAM ANGLE,September 10 2020 Thursday,-0.1875
57,218,Joe Biden,"[0, -1, -1, 0, 0, 0, -1, 0, -1, 0, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,September 10 2020 Thursday,-0.46153846153846156
58,218,Democrats,"[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,September 10 2020 Thursday,-0.8333333333333334
59,218,America,"[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,September 10 2020 Thursday,-0.8666666666666667
60,222,Biden,"[0, 0, -1, -1, 0, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 2 2020 Wednesday,-0.5
61,222,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 2 2020 Wednesday,0.0
62,222,Trump,"[-1, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, 1, -1, 1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 2 2020 Wednesday,-0.29411764705882354
63,222,Joe Biden,"[-1, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 2 2020 Wednesday,-0.3333333333333333
64,222,Apple,"[1, 0, 0, 0, 1, 1, 1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 2 2020 Wednesday,0.625
65,235,Google,"[0, -1, 0, 0, 0, -1, 0, -1, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 4 2020 Friday,-0.5789473684210527
66,235,Twitter,"[-1, -1, 0, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 4 2020 Friday,-0.7058823529411765
67,235,Tucker,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 4 2020 Friday,0.5
68,235,American,"[-1, -1, -1, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 4 2020 Friday,-0.7333333333333333
69,235,Joe Biden,"[1, 0, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 4 2020 Friday,-0.3333333333333333
70,237,Joe Biden,"[-1, 0, 0, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 16 2020 Wednesday,-0.3888888888888889
71,237,Chinese,"[-1, -1, -1, 0, -1, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 16 2020 Wednesday,-0.7777777777777778
72,237,Tucker,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 16 2020 Wednesday,0.09090909090909091
73,237,American,"[-1, 0, 0, 0, 1, 0, 0, 0, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 16 2020 Wednesday,-0.3333333333333333
74,237,Harris-Biden,"[1, 0, 0, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 16 2020 Wednesday,-0.16666666666666666
75,240,Joe Biden,"[0, -1, 0, 0, -1, -1, -1, 0]",Fox News Network FOX AND FRIENDS,September 3 2020 Thursday,-0.5
76,240,Democrat,"[0, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]",Fox News Network FOX AND FRIENDS,September 3 2020 Thursday,-0.7692307692307693
77,240,Democrats,"[0, 0, -1, -1, 0]",Fox News Network FOX AND FRIENDS,September 3 2020 Thursday,-0.4
78,240,Biden,"[0, -1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 0]",Fox News Network FOX AND FRIENDS,September 3 2020 Thursday,-0.5714285714285714
79,240,Arizona,"[0, 0, -1, 0]",Fox News Network FOX AND FRIENDS,September 3 2020 Thursday,-0.25
80,242,Mike,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,September 4 2020 Friday,0.0
81,242,Trump,"[0, -1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 1, -1, -1, -1, 1, -1, 1]",Fox News Network FOX NEWS @ NIGHT,September 4 2020 Friday,-0.3333333333333333
82,242,American,"[0, -1, 0, -1, -1, -1, 1, 1, -1, -1, 0, 0, 0, 1]",Fox News Network FOX NEWS @ NIGHT,September 4 2020 Friday,-0.21428571428571427
83,242,Joe Biden,"[0, -1, -1, -1, 1, 0, -1, -1, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,September 4 2020 Friday,-0.3333333333333333
84,242,Biden,"[-1, 0, 0, -1, 0, 0, 0, 0, -1, 1, 0, -1, 0, -1, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,September 4 2020 Friday,-0.2631578947368421
85,253,Trump,"[-1, 0, -1, -1, 0, 0, 0, -1, 0, 0, -1, -1, -1, 0, -1]",Fox News Network THE FIVE,September 25 2020 Friday,-0.5333333333333333
86,253,Jessica,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Fox News Network THE FIVE,September 25 2020 Friday,0.2
87,253,Democrats,"[-1, 0, -1, -1, -1, -1, 0, -1, 0, 0, 1, 0, 0, 0]",Fox News Network THE FIVE,September 25 2020 Friday,-0.35714285714285715
88,253,Biden,"[-1, -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 1, 0, -1, 0, -1]",Fox News Network THE FIVE,September 25 2020 Friday,-0.42105263157894735
89,253,Jesse,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network THE FIVE,September 25 2020 Friday,-0.14285714285714285
90,274,Trump,"[0, 1, 1, 0, -1, -1, 0, 0, -1, 0, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 29 2020 Tuesday,-0.21428571428571427
91,274,Joe Biden,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 29 2020 Tuesday,-0.2
92,274,Joe Biden Set,[],Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 29 2020 Tuesday,
93,274,Biden,"[-1, 0, 0, 0, 0, -1, 0, 0, 1, 0, -1, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 29 2020 Tuesday,-0.1875
94,274,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 29 2020 Tuesday,0.0
95,286,America,"[1, 0, -1, -1, -1, -1, 1, 1]",Fox News Network LIFE LIBERTY LEVIN,September 13 2020 Sunday,-0.125
96,286,the United States,"[0, 0, 0, 0, -1, 0, 0, -1, -1, 0]",Fox News Network LIFE LIBERTY LEVIN,September 13 2020 Sunday,-0.3
97,286,the Democratic Party,"[-1, -1, -1, 0, -1, -1, 0, -1, -1]",Fox News Network LIFE LIBERTY LEVIN,September 13 2020 Sunday,-0.7777777777777778
98,286,Americans,"[-1, 1, 1, 1, 0]",Fox News Network LIFE LIBERTY LEVIN,September 13 2020 Sunday,0.4
99,286,Democrats,"[-1, -1, -1, -1, -1, -1, -1]",Fox News Network LIFE LIBERTY LEVIN,September 13 2020 Sunday,-1.0
100,334,Charles,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 7 2020 Monday,0.0
101,334,Trump,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 7 2020 Monday,0.0
102,334,Florida,"[0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 7 2020 Monday,-0.13333333333333333
103,334,Biden,"[0, -1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 7 2020 Monday,-0.21052631578947367
104,334,FDA,"[1, 0, 1, -1, 1, 0, 1, 1, 1, 1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 7 2020 Monday,0.5454545454545454
105,357,Nashville,"[-1, 0, 0, 0, -1, 1, 0, 1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 17 2020 Thursday,-0.15
106,357,Americans,"[0, 0, -1, -1, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 17 2020 Thursday,-0.5714285714285714
107,357,Tucker,"[0, 0, 0, 1, 0, 0, -1, 1]",Fox News Network TUCKER CARLSON TONIGHT,September 17 2020 Thursday,0.125
108,357,Minneapolis,"[0, 0, 0, 0, -1, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 17 2020 Thursday,-0.375
109,357,America,"[-1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 17 2020 Thursday,-0.75
110,374,Chinese,"[0, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 15 2020 Tuesday,-0.631578947368421
111,374,China,"[-1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 15 2020 Tuesday,-0.8888888888888888
112,374,Wuhan,"[0, -1, 0, 0, 0, -1, -1, -1, -1, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 15 2020 Tuesday,-0.5
113,374,Joe Biden,"[0, 0, -1, 0, -1, 0, 0, 0, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 15 2020 Tuesday,-0.3
114,374,Tucker,[],Fox News Network TUCKER CARLSON TONIGHT,September 15 2020 Tuesday,
115,406,Wisconsin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,September 17 2020 Thursday,0.05
116,406,Trump,"[0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,September 17 2020 Thursday,-0.13333333333333333
117,406,Martha,"[0, 0, 1, 1, 0, 1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,September 17 2020 Thursday,0.375
118,406,Biden,"[-1, -1, 0, -1, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,September 17 2020 Thursday,-0.7142857142857143
119,406,Bill Barr,"[-1, 0, 0, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,September 17 2020 Thursday,0.0
120,417,Hurricane Sally Soaks Gulf Coast,[0],Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 16 2020 Wednesday,0.0
121,417,Neil,"[0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 16 2020 Wednesday,0.0
122,417,American,"[-1, -1, -1, 0, -1, 0, 0, -1, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 16 2020 Wednesday,-0.3157894736842105
123,417,Trump,"[1, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 16 2020 Wednesday,-0.2222222222222222
124,417,Donald Trump,"[-1, -1, -1, 0, -1, 0, 0, 0, 1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 16 2020 Wednesday,-0.3
125,437,Trump,"[0, 1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 8 2020 Tuesday,-0.0625
126,437,Bret,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 8 2020 Tuesday,0.11764705882352941
127,437,North Carolina,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 8 2020 Tuesday,-0.07692307692307693
128,437,Florida,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 8 2020 Tuesday,0.0
129,437,Biden,"[-1, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 8 2020 Tuesday,-0.21052631578947367
130,449,Joe Biden,"[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, -1, -1, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 4 2020 Friday,-0.65
131,449,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 4 2020 Friday,0.0
132,449,Trump,"[0, 1, -1, -1, -1, 0, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 4 2020 Friday,-0.4444444444444444
133,449,Biden,"[-1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 4 2020 Friday,-0.3
134,449,the White House,"[-1, -1, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 4 2020 Friday,-0.5
135,506,California,"[-1, -1, 0, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 11 2020 Friday,-0.8888888888888888
136,506,Tucker,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",Fox News Network TUCKER CARLSON TONIGHT,September 11 2020 Friday,0.35
137,506,the Climate Misinformation Campaign,[],Fox News Network TUCKER CARLSON TONIGHT,September 11 2020 Friday,
138,506,Interview,[],Fox News Network TUCKER CARLSON TONIGHT,September 11 2020 Friday,
139,506,Democrats,"[-1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,September 11 2020 Friday,-1.0
140,538,Kenosha,"[1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 1 2020 Tuesday,0.0
141,538,Trump,"[-1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 1 2020 Tuesday,-0.35714285714285715
142,538,New Jersey,"[0, 1, 0, 0, -1, 1, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 1 2020 Tuesday,0.0
143,538,Neil,"[1, 0, 0, 0, 0, 1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 1 2020 Tuesday,0.25
144,538,Joe Biden,"[0, -1, 0, 0, 0, 1, 0, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,September 1 2020 Tuesday,-0.09090909090909091
145,557,China,"[-1, 1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 17 2020 Thursday,-0.6111111111111112
146,557,Trump,"[-1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1, 1, 0, -1, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 17 2020 Thursday,0.2
147,557,Joe Biden,"[0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 17 2020 Thursday,-0.25
148,557,Russia,"[-1, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 17 2020 Thursday,-0.5
149,557,American,"[-1, -1, -1, 0, -1, 0, 1, -1, 1, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,September 17 2020 Thursday,-0.4166666666666667
